Name,Best_Resolution,Memory_Bandwidth,Memory_Speed,Manufacturer,Release_Price,Core_Speed_Value,Core_Speed_Unit,Max_Power_Value,Max_Power_Unit,Memory_Value,Memory_Unit,Release_Year
Radeon HD 7950 IceQ 3GB Edition,2073600,240GB/sec,1250 MHz,AMD,,800,MHz,,,3072,MB,2012
Radeon HD 7950 IceQ Turbo 3GB Edition,2073600,240GB/sec,1250 MHz,AMD,,900,MHz,160,Watts,3072,MB,2012
Radeon HD 7950 Double D Edition,2073600,240GB/sec,1250 MHz,AMD,,800,MHz,,,3072,MB,2012
Radeon HD 7950 Gigabyte WindForce Edition Crossfire,4096000,480GB/sec,1250 MHz,AMD,,860,MHz,,,6144,MB,2012
Radeon HD 7950 Gigabyte WindForce Edition,2073600,240GB/sec,1250 MHz,AMD,,860,MHz,,,3072,MB,2012
Radeon HD 7950 Double D Black Edition,2073600,264GB/sec,1375 MHz,AMD,,900,MHz,,,3072,MB,2012
Radeon HD 7950 DirectCU II TOP Edition,2073600,240GB/sec,1250 MHz,AMD,,900,MHz,225,Watts,3072,MB,2012
Radeon HD 7950 Crossfire,2073600,480GB/sec,1250 MHz,AMD,,800,MHz,360,Watts,6144,MB,2012
Radeon HD 7950 Club3D royalKing Edition,2073600,240GB/sec,1250 MHz,AMD,,850,MHz,200,Watts,3072,MB,2012
Radeon HD 7950 Boost Edition Crossfire,4096000,480GB/sec,1250 MHz,AMD,,850,MHz,,,6144,MB,2012
Radeon HD 7950 3-way Crossfire,2073600,720GB/sec,1250 MHz,AMD,,800,MHz,540,Watts,9216,MB,2012
Radeon HD 7950 Boost Edition,2073600,240GB/sec,1250 MHz,AMD,449,850,MHz,200,Watts,3072,MB,2012
Radeon HD 7950 Asus DirectCU II TOP 3GB Edition,2073600,240GB/sec,1250 MHz,AMD,,900,MHz,225,Watts,3072,MB,2012
Radeon HD 7870 XT Sapphire Edition,2073600,192GB/sec,1500 MHz,AMD,,925,MHz,,,2048,MB,2012
Radeon HD 7870 XT PowerColor Myst. Edition,2073600,192GB/sec,1500 MHz,AMD,269,925,MHz,185,Watts,2048,MB,2012
Radeon HD 7950,2073600,240GB/sec,1250 MHz,AMD,449,800,MHz,200,Watts,3072,MB,2012
Radeon HD 7870 XT Crossfire,2073600,384GB/sec,1500 MHz,AMD,,925,MHz,350,Watts,4096,MB,2012
Radeon HD 7870 XT,2073600,192GB/sec,1500 MHz,AMD,270,925,MHz,185,Watts,2048,MB,2012
Radeon HD 7870 XFX Core Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,,,2048,MB,2012
Radeon HD 7870 Sapphire GHz OC Edition CrossFire,2073600,320GB/sec,1250 MHz,AMD,,1050,MHz,,,4096,MB,2012
Radeon HD 7870 Twin Frozr III OC 2GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1050,MHz,,,2048,MB,2012
Radeon HD 7870 PowerColor PCS+ 2GB Edition,2073600,156.8GB/sec,1225 MHz,AMD,,1100,MHz,175,Watts,2048,MB,2012
Radeon HD 7870 Sapphire GHz 2GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,175,Watts,2048,MB,2012
Radeon HD 7870 Sapphire GHz OC Edition,2073600,160GB/sec,1250 MHz,AMD,,1050,MHz,,,2048,MB,2012
Radeon HD 7870 PCS+ Vortex II Edition,2073600,160GB/sec,1250 MHz,AMD,,1150,MHz,,,2048,MB,2012
Radeon HD 7870 PowerColor Devil Edition,2073600,160GB/sec,1250 MHz,AMD,,1100,MHz,,,2048,MB,2012
Radeon HD 7870 MSI OC Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1050,MHz,,,2048,MB,2012
Radeon HD 7870 HIS IceQ X Turbo Edition,2073600,160GB/sec,1250 MHz,AMD,,1100,MHz,,,2048,MB,2012
Radeon HD 7870 PowerColor OC Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1030,MHz,,,2048,MB,2012
Radeon HD 7870 MSI Hawk Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1100,MHz,,,2048,MB,2012
Radeon HD 7870 HIS IceQ Turbo Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1100,MHz,,,2048,MB,2012
Radeon HD 7870 Gigabyte OC Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1100,MHz,175,Watts,2048,MB,2012
Radeon HD 7870 HIS IceQ Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,,,2048,MB,2012
Radeon HD 7870 DirectCU II 2GB Edition,2073600,154.9GB/sec,1210 MHz,AMD,,1010,MHz,,,2048,MB,2012
Radeon HD 7870 Double D Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,,,2048,MB,2012
Radeon HD 7870 DirectCU II TOP v2 Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1100,MHz,175,Watts,2048,MB,2012
Radeon HD 7870 Crossfire,2073600,307.2GB/sec,1200 MHz,AMD,,1000,MHz,350,Watts,4096,MB,2012
Radeon HD 7870 Double D Black Edition,2073600,160GB/sec,1250 MHz,AMD,,1050,MHz,,,2048,MB,2012
Radeon HD 7870,2073600,153.6GB/sec,1200 MHz,AMD,349,1000,MHz,175,Watts,2048,MB,2012
Radeon HD 7870 Club3D royalQueen 2GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,175,Watts,2048,MB,2012
Radeon HD 7870 Club3D jokerCard 2GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,175,Watts,2048,MB,2012
Radeon HD 7850 XFX Core Edition,2073600,160GB/sec,1250 MHz,AMD,,860,MHz,,,1024,MB,2012
Radeon HD 7850 XFX DD Black Edition,2073600,160GB/sec,1250 MHz,AMD,,975,MHz,,,2048,MB,2012
Radeon HD 7850 XFX Ultra OC Edition,2073600,153.6GB/sec,1200 MHz,AMD,,975,MHz,,,1024,MB,2012
Radeon HD 7850 XFX Core 2GB Edition,2073600,160GB/sec,1250 MHz,AMD,,860,MHz,,,2048,MB,2012
Radeon HD 7870 Club3D GHz Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,175,Watts,2048,MB,2012
Radeon HD 7850 VTX3D X-Edition,2073600,156.8GB/sec,1225 MHz,AMD,,1000,MHz,,,1024,MB,2012
Radeon HD 7850 Twin Frozr III OC,2073600,153.6GB/sec,1200 MHz,AMD,,900,MHz,,,2048,MB,2012
Radeon HD 7850 VisionTek 2GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,860,MHz,130,Watts,2048,MB,2012
Radeon HD 7850 Sapphire OC Edition,2073600,160GB/sec,1250 MHz,AMD,,920,MHz,130,Watts,2048,MB,2012
Radeon HD 7850 HIS IceQ 2GB Turbo Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,,,2048,MB,2012
Radeon HD 7850 MSI Power Edition 2GB OC,2073600,153.6GB/sec,1200 MHz,AMD,,950,MHz,,,2048,MB,2012
Radeon HD 7850 MSI OC 1GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,900,MHz,,,1024,MB,2012
Radeon HD 7850 PowerColor PCS+ 2GB Edition,2073600,156.8GB/sec,1225 MHz,AMD,,1000,MHz,,,2048,MB,2012
Radeon HD 7850 HIS IceQ X Turbo X Edition,2073600,160GB/sec,1250 MHz,AMD,,1000,MHz,,,2048,MB,2012
Radeon HD 7850 Gigabyte OC Edition,2073600,153.6GB/sec,1200 MHz,AMD,,975,MHz,130,Watts,2048,MB,2012
Radeon HD 7850 MSI OC 2GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,900,MHz,,,2048,MB,2012
Radeon HD 7850 Gigabyte OC 1GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,900,MHz,,,1024,MB,2012
Radeon HD 7850 HIS Fan 2GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,860,MHz,130,Watts,2048,MB,2012
Radeon HD 7850 Club3D royalQueen Edition,2073600,153.6GB/sec,1200 MHz,AMD,,860,MHz,130,Watts,2048,MB,2012
Radeon HD 7850 Direct CU II TOP,2073600,160GB/sec,1250 MHz,AMD,,975,MHz,,,2048,MB,2012
Radeon HD 7850 Club3D royalAce Edition,2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,150,Watts,2048,MB,2012
Radeon HD 7850 Crossfire,2073600,307.2GB/sec,1200 MHz,AMD,,860,MHz,260,Watts,4096,MB,2012
Radeon HD 7850 Direct CU II,2073600,154.9GB/sec,1210 MHz,AMD,,870,MHz,,,2048,MB,2012
Radeon HD 7850 Club3D royalQueen 1GB Edition,2073600,153.6GB/sec,1200 MHz,AMD,,860,MHz,130,Watts,1024,MB,2012
Radeon HD 7850 Club3D royalKing Edition,2073600,153.6GB/sec,1200 MHz,AMD,,910,MHz,130,Watts,2048,MB,2012
Radeon HD 7850 2GB PowerColor v2 Edition,2073600,153.6GB/sec,1200 MHz,AMD,,860,MHz,,,2048,MB,2012
Radeon HD 7850 2GB Sapphire Edition,2073600,153.6GB/sec,1200 MHz,AMD,,860,MHz,,,2048,MB,2012
Radeon HD 7850 1GB Sapphire Edition,2073600,160GB/sec,1250 MHz,AMD,,860,MHz,,,1024,MB,2012
Radeon HD 7850,2073600,153.6GB/sec,1200 MHz,AMD,249,860,MHz,130,Watts,2048,MB,2012
Radeon HD 7790 VTX3D X-Edition,1440000,102.4GB/sec,1600 MHz,AMD,,,,,,1024,MB,2013
Radeon HD 7790 VTX3D X-Edition v2,1440000,102.4GB/sec,1600 MHz,AMD,,,,,,2048,MB,2013
Radeon HD 7790 MSI 1GB OC Edition,1440000,96GB/sec,1500 MHz,AMD,,,,,,1024,MB,2013
Radeon HD 7790 VTX3D VChamp Edition,1440000,102.4GB/sec,1600 MHz,AMD,,,,,,2048,MB,2013
Radeon HD 7790 Gigabyte 2GB OC Edition,1440000,96GB/sec,1500 MHz,AMD,,,,,,2048,MB,2013
Radeon HD 7790 Sapphire OC Edition,1440000,102.4GB/sec,1600 MHz,AMD,,,,,,2048,MB,2013
Radeon HD 7790 PowerColor TurboDuo Edition,1440000,96GB/sec,1500 MHz,AMD,,,,,,1024,MB,2013
Radeon HD 7790 Sapphire Dual-X OC Edition,1440000,102.4GB/sec,1600 MHz,AMD,,,,,,1024,MB,2013
Radeon HD 7790 DirectCU II OC 2GB Edition,1440000,102.4GB/sec,1600 MHz,AMD,,,,,,2048,MB,2013
Radeon HD 7790 Gigabyte 1GB OC Edition,1440000,96GB/sec,1500 MHz,AMD,,,,,,1024,MB,2013
Radeon HD 7790 DirectCU II OC Edition,1440000,102.4GB/sec,1600 MHz,AMD,,,,,,1024,MB,2013
Radeon HD 7770 XFX Double Dissipation 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,80,Watts,1024,MB,2012
Radeon HD 7770 XFX Ultra OC Edition,1440000,79.7GB/sec,1245 MHz,AMD,,1095,MHz,,,1024,MB,2012
Radeon HD 7790,1440000,96GB/sec,1500 MHz,AMD,149,,,85,Watts,1024,MB,2013
Radeon HD 7770 XFX Core 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,,,1024,MB,2012
Radeon HD 7790 Crossfire,1440000,192GB/sec,1500 MHz,AMD,,1000,MHz,170,Watts,2048,MB,2013
Radeon HD 7770 Sapphire GHz OC Edition,1440000,80GB/sec,1250 MHz,AMD,,1150,MHz,80,Watts,1024,MB,2012
Radeon HD 7790 Club3D 13 Series Edition,1440000,102.4GB/sec,1600 MHz,AMD,,,,,,2048,MB,2013
Radeon HD 7770 VTX3D X-Edition,1440000,80GB/sec,1250 MHz,AMD,,1150,MHz,,,1024,MB,2012
Radeon HD 7770 Vapor-X GHz OC Edition,1440000,83.2GB/sec,1300 MHz,AMD,,1100,MHz,,,1024,MB,2012
Radeon HD 7770 Sapphire Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,80,Watts,1024,MB,2012
Radeon HD 7770 MSI Power Edition,1440000,72GB/sec,1125 MHz,AMD,,1100,MHz,,,1024,MB,2012
Radeon HD 7770 Sapphire Flex GHz Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,,,1024,MB,2012
Radeon HD 7770 PowerColor GHz Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,,,1024,MB,2012
Radeon HD 7770 MSI PMD1 Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,150,Watts,1024,MB,2012
Radeon HD 7770 PowerColor PCS+ Edition,1440000,72GB/sec,1125 MHz,AMD,,1150,MHz,,,1024,MB,2012
Radeon HD 7770 iCooler 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,,,1024,MB,2012
Radeon HD 7770 MSI 2PM OC Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1020,MHz,,,1024,MB,2012
Radeon HD 7770 Gigabyte OC rev. 2.0 Edition,1440000,72GB/sec,1125 MHz,AMD,,1050,MHz,,,1024,MB,2012
Radeon HD 7770 Gigabyte OC Edition,1440000,80GB/sec,1250 MHz,AMD,,1100,MHz,,,1024,MB,2012
Radeon HD 7770 Direct CU II TOP Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1120,MHz,,,1024,MB,2012
Radeon HD 7770 DirectCU II V2 Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1020,MHz,150,Watts,1024,MB,2012
Radeon HD 7770 Ghost Thermal Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,,,1024,MB,2012
Radeon HD 7770 BE Super Overclock Edition,1440000,83.2GB/sec,1300 MHz,AMD,,1120,MHz,,,1024,MB,2012
Radeon HD 7770 Asus GHz Edition,1440000,73.6GB/sec,1150 MHz,AMD,,1020,MHz,150,Watts,2048,MB,2012
Radeon HD 7770 2GB GHz Edition,1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,80,Watts,2048,MB,2012
Radeon HD 7750 XFX Core Edition,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,,,1024,MB,2012
Radeon HD 7770 Crossfire,1440000,144GB/sec,1125 MHz,AMD,,1000,MHz,160,Watts,2048,MB,2012
Radeon HD 7750 VTX3D 1GB GDDR5 Edition,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,,,1024,MB,2012
Radeon HD 7750 Sapphire 2GB DDR3 Edition,,25.6GB/sec,800 MHz,AMD,,800,MHz,,,2048,MB,2012
Radeon HD 7750 Sapphire Low Profile,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,,,1024,MB,2012
Radeon HD 7750 Sapphire Ultimate,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,55,Watts,1024,MB,2012
Radeon HD 7770 1GB GDDR5,1440000,72GB/sec,1125 MHz,AMD,159,1000,MHz,80,Watts,1024,MB,2012
Radeon HD 7750 Sapphire 1GB GDDR5 Edition,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,55,Watts,1024,MB,2012
Radeon HD 7750 VTX3D 1GB DDR3 Edition,,25.6GB/sec,800 MHz,AMD,,800,MHz,,,1024,MB,2012
Radeon HD 7750 PowerColor 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,,,1024,MB,2012
Radeon HD 7750 PowerColor 4GB DDR3 Edition,,25.6GB/sec,800 MHz,AMD,,800,MHz,,,4096,MB,2012
Radeon HD 7750 MSI PMD1 OC Edition,1440000,72GB/sec,1125 MHz,AMD,,830,MHz,,,1024,MB,2012
Radeon HD 7750 MSI PMD 2GB DDR3 Edition,,25.6GB/sec,800 MHz,AMD,,800,MHz,,,2048,MB,2012
Radeon HD 7750 MSI OC Power Edition,1440000,72GB/sec,1125 MHz,AMD,,900,MHz,,,1024,MB,2012
Radeon HD 7750 HIS iCooler Dual Fan 1GB Edition,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,55,Watts,1024,MB,2012
Radeon HD 7750 MSI OC Edition,1440000,72GB/sec,1125 MHz,AMD,,830,MHz,,,1024,MB,2012
Radeon HD 7750 Gigabyte 1GB OC Edition,1440000,72GB/sec,1125 MHz,AMD,,880,MHz,,,1024,MB,2012
Radeon HD 7750 Gigabyte OC 2GB DDR3 Edition,,25.6GB/sec,800 MHz,AMD,,850,MHz,,,2048,MB,2012
Radeon HD 7750 Club3D Low Profile Edition,1440000,72GB/sec,1125 MHz,AMD,,800,MHz,61,Watts,1024,MB,2012
Radeon HD 7750 Crossfire,1440000,144GB/sec,1125 MHz,AMD,,800,MHz,110,Watts,2048,MB,2012
Radeon HD 7750 1GB GDDR5,1440000,72GB/sec,1125 MHz,AMD,109,800,MHz,55,Watts,1024,MB,2012
Radeon HD 7750 Double D Black Edition,1440000,72GB/sec,1125 MHz,AMD,,900,MHz,,,1024,MB,2012
Radeon HD 7730 v2 Sapphire 1GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,800,MHz,47,Watts,1024,MB,2013
Radeon HD 7750 Asus 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,820,MHz,,,1024,MB,2012
Radeon HD 7730 v2 XFX Core 4GB Edition,1049088,20.8GB/sec,650 MHz,AMD,,800,MHz,47,Watts,4096,MB,2013
Radeon HD 7730 v2 Sapphire 2GB Edition,1049088,28.8GB/sec,900 MHz,AMD,,800,MHz,47,Watts,2048,MB,2013
Radeon HD 7730 v2 PowerColor 2GB Edition,1049088,25.6GB/sec,800 MHz,AMD,,800,MHz,47,Watts,2048,MB,2013
Radeon HD 7720,1440000,134.4GB/sec,1050 MHz,AMD,,840,MHz,150,Watts,1024,MB,2013
Radeon HD 7730 v2,1049088,28.8GB/sec,900 MHz,AMD,69,800,MHz,47,Watts,2048,MB,2013
Radeon HD 7650A,,28.8GB/sec,900 MHz,AMD,,,,33,Watts,1024,MB,2012
Radeon HD 7670A,,64GB/sec,1000 MHz,AMD,,,,45,Watts,1024,MB,2012
Radeon HD 7750 Asus TOP 1GB Edition,1440000,73.6GB/sec,1150 MHz,AMD,,900,MHz,75,Watts,1024,MB,2012
Radeon HD 7730,1440000,72GB/sec,1125 MHz,AMD,59,800,MHz,47,Watts,1024,MB,2013
Radeon HD 7670 v2,1049088,25.6GB/sec,800 MHz,AMD,,800,MHz,66,Watts,2048,MB,2012
Radeon HD 7570,1440000,51.2GB/sec,800 MHz,AMD,,650,MHz,60,Watts,1024,MB,2012
Radeon HD 7670,1440000,64GB/sec,1000 MHz,AMD,,800,MHz,66,Watts,1024,MB,2012
Radeon HD 7570 v2 Pegatron 1GB Edition,1049088,25.6GB/sec,800 MHz,AMD,,650,MHz,60,Watts,1024,MB,2012
Radeon HD 7570 v2,1049088,28.8GB/sec,900 MHz,AMD,,650,MHz,44,Watts,1024,MB,2012
Radeon HD 7470,1049088,28.8GB/sec,900 MHz,AMD,,750,MHz,18,Watts,512,MB,2012
Radeon HD 7470A,,12.8GB/sec,800 MHz,AMD,,,,18,Watts,1024,MB,2012
Radeon HD 7350,786432,12.8GB/sec,800 MHz,AMD,,650,MHz,19,Watts,512,MB,2012
Radeon HD 7450A,,12.8GB/sec,800 MHz,AMD,,,,25,Watts,,,2012
Radeon HD 7450,786432,8.5GB/sec,533 MHz,AMD,,625,MHz,18,Watts,512,MB,2012
Radeon HD 8860 (OEM),2073600,179.2GB/sec,1400 MHz,AMD,,900,MHz,150,Watts,2048,MB,2013
Radeon HD 8870 (OEM),2073600,153.6GB/sec,1200 MHz,AMD,,1000,MHz,175,Watts,2048,MB,2013
Radeon HD 8770 (OEM),1440000,96GB/sec,1500 MHz,AMD,,,,85,Watts,1024,MB,2013
Radeon HD 8970 (OEM),2073600,264GB/sec,1375 MHz,AMD,,925,MHz,250,Watts,3072,MB,2013
Radeon HD 8950 (OEM),2073600,240GB/sec,1250 MHz,AMD,,,,200,Watts,3072,MB,2013
Radeon HD 8740 (OEM),1440000,72GB/sec,1125 MHz,AMD,,800,MHz,55,Watts,2048,MB,2013
Radeon HD 8760 (OEM),1440000,72GB/sec,1125 MHz,AMD,,1000,MHz,80,Watts,2048,MB,2013
Radeon HD 8670 (OEM),1440000,73.6GB/sec,1150 MHz,AMD,,1000,MHz,75,Watts,2048,MB,2013
Radeon HD 8450 (OEM),786432,8.5GB/sec,533 MHz,AMD,,625,MHz,18,Watts,512,MB,2013
Radeon HD 8470 (OEM),1049088,28.8GB/sec,900 MHz,AMD,,750,MHz,18,Watts,512,MB,2013
Radeon HD 8350 (OEM),786432,12.8GB/sec,800 MHz,AMD,,650,MHz,25,Watts,512,MB,2013
Radeon HD 8570 (OEM),1049088,28.8GB/sec,900 MHz,AMD,,730,MHz,30,Watts,2048,MB,2013
GeForce 6800 XT,,11.2GB/sec,350 MHz,Nvidia,,,,,,256,MB,2005
GeForce 6800 Ultra,,35.2GB/sec,550 MHz,Nvidia,,,,124,Watts,256,MB,2005
GeForce FX 5950 Ultra,786432,15.2GB/sec,475 MHz,Nvidia,,,,74,Watts,256,MB,2003
GeForce4 Ti 4800,,5.1GB/sec,320 MHz,Nvidia,,,,,,128,MB,2003
GeForce 256,,2.7GB/sec,166 MHz,Nvidia,,,,,,32,MB,1999
GeForce FX 5900XT,,11.2GB/sec,350 MHz,Nvidia,,,,35,Watts,128,MB,2003
GeForce 6800 Series 128MB,,11.2GB/sec,350 MHz,Nvidia,,,,39,Watts,128,MB,2004
GeForce GT 705,1049088,13.2GB/sec,825 MHz,Nvidia,,874,MHz,29,Watts,1024,MB,2014
GeForce4 Ti 4800 SE,,4.4GB/sec,275 MHz,Nvidia,,,,,,128,MB,2003
GeForce GTX 590 Zotac Edition,4096000,327.9GB/sec,854 MHz,Nvidia,,607,MHz,365,Watts,3072,MB,2011
GeForce GTX 295 EVGA CO-OP 1792MB Edition,2073600,225.8GB/sec,1008 MHz,Nvidia,,576,MHz,289,Watts,1792,MB,2009
GeForce GTX 480 SLI,2073600,354.8GB/sec,924 MHz,Nvidia,988,701,MHz,500,Watts,3072,MB,2010
GeForce 3 Ti 500,,4GB/sec,250 MHz,Nvidia,,,,,,128,MB,2001
GeForce GT 330,,16.3GB/sec,510 MHz,Nvidia,,,,75,Watts,256,MB,2010
GeForce GTX 295 EVGA CO-OP Hydro Copper 1792MB Edition,2073600,235.9GB/sec,1053 MHz,Nvidia,,600,MHz,289,Watts,1792,MB,2009
GeForce GT 340,,54.4GB/sec,850 MHz,Nvidia,,,,69,Watts,1024,MB,2010
GeForce GTX 690 SLI,9216000,769GB/sec,1502 MHz,Nvidia,,915,MHz,600,Watts,8192,MB,2012
GeForce 310 512MB,,6.4GB/sec,400 MHz,Nvidia,,,,31,Watts,512,MB,2009
GeForce 315 512MB,,12.6GB/sec,790 MHz,Nvidia,,,,33,Watts,512,MB,2010
GeForce GT 320,,25.3GB/sec,790 MHz,Nvidia,,,,43,Watts,1024,MB,2010
GeForce GTX 680 Zotac 4GB Edition,2073600,192.3GB/sec,1502 MHz,Nvidia,,1006,MHz,195,Watts,4096,MB,2012
GeForce GTX 690,3686400,384GB/sec,1500 MHz,Nvidia,999.99,915,MHz,300,Watts,4096,MB,2012
GeForce GTX 690 Asus 4GB Edition,3686400,384.5GB/sec,1502 MHz,Nvidia,,915,MHz,385,Watts,4096,MB,2012
GeForce GTX 980 Zotac AMP! Omega Core 4GB Edition,3686400,225.5GB/sec,1762 MHz,Nvidia,,1216,MHz,200,Watts,4096,MB,2015
GeForce GTX 680 Zotac AMP Edition ,2073600,211.5GB/sec,1652 MHz,Nvidia,,1110,MHz,,,2048,MB,2012
GeForce GTX 680 WinFast 4GB Edition,2073600,192.3GB/sec,1502 MHz,Nvidia,,1006,MHz,195,Watts,4096,MB,2012
GeForce GTX 680 Quad SLI,2073600,769GB/sec,1502 MHz,Nvidia,,1006,MHz,780,Watts,8192,MB,2012
GeForce GTX 690 Hydro Copper Signature Edition,3686400,384.5GB/sec,1502 MHz,Nvidia,,993,MHz,,,4096,MB,2012
GeForce GTX 680 Phantom 2GB Edition,2073600,201.6GB/sec,1575 MHz,Nvidia,,1084,MHz,,,2048,MB,2012
GeForce GTX 680 Twin Frozr OC Edition,2073600,192.3GB/sec,1502 MHz,Nvidia,,1058,MHz,195,Watts,2048,MB,2012
GeForce GTX 680 PNY XLR8 Enthusiast 4GB Edition,2073600,192.3GB/sec,1502 MHz,Nvidia,,1006,MHz,195,Watts,4096,MB,2012
GeForce GTX 680 Phantom 4GB Edition,2073600,192.3GB/sec,1502 MHz,Nvidia,,1006,MHz,195,Watts,4096,MB,2012
GeForce GTX 680 Palit Jetstream 2GB Edition,2073600,201.6GB/sec,1575 MHz,Nvidia,,1084,MHz,215,Watts,2048,MB,2012
GeForce GTX 680 Palit Jetstream 4GB Edition,2073600,192.3GB/sec,1502 MHz,Nvidia,,1006,MHz,215,Watts,4096,MB,2012
GeForce GTX 1080 Ti Zotac Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 680 SLI,2073600,384.5GB/sec,1502 MHz,Nvidia,,,,390,Watts,4096,MB,2012
GeForce GTX 1080 Zotac AMP 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,,1683,MHz,250,Watts,8192,MB,2016
GeForce GTX 1080 Ti Zotac AMP! Extreme,8294400,493.5GB/sec,1402 MHz,Nvidia,,1645,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Zotac Founders 8GB Edition,4096000,320.3GB/sec,1251 MHz,Nvidia,,1607,MHz,180,Watts,8192,MB,2016
GeForce GTX 1080 Zotac AMP Extreme 8GB Edition,4096000,345.6GB/sec,1350 MHz,Nvidia,,1771,MHz,250,Watts,8192,MB,2016
GeForce GTX 1080 Ti Zotac PGF Extreme OC,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 295 EVGA Red 1792MB Edition,2073600,223.8GB/sec,999 MHz,Nvidia,,576,MHz,289,Watts,1792,MB,2009
GeForce GTX 1080 Ti SLI,8294400,484.4GB/sec,1376 MHz,Nvidia,699,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Zotac AMP!,8294400,484.4GB/sec,1376 MHz,Nvidia,,1569,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti PNY Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Lightning X 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Gaming 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1506,MHz,250,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Sea Hawk X 11GB,8294400,489.3GB/sec,1390 MHz,Nvidia,,1569,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti Palit Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Gaming X 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,699,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Founders Edition 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,699,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Sea Hawk 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1506,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Armor 11GB Edition,8294400,484.4GB/sec,1376 MHz,Nvidia,,1480,MHz,220,Watts,11264,MB,2017
GeForce GTX 1080 Ti MSI Armor OC 11GB,8294400,484.4GB/sec,1376 MHz,Nvidia,,1531,MHz,250,Watts,11264,MB,2017
